,winery,variety,country,province,price,points
447,Louis Jadot,Pinot Noir,France,Burgundy,45.0,92
448,Artadi,Tempranillo,Spain,Northern Spain,65.0,91
449,Sauvion,Rosé,France,Loire Valley,13.0,83
450,B Cellars,Cabernet Sauvignon-Syrah,US,California,63.0,93
451,Marrenon,Merlot,France,France Other,10.0,87
452,Chateau Ste. Michelle,Malbec,US,Washington,25.0,90
453,Feudi di San,Aglianico,Italy,Southern Italy,38.0,92
454,Cedarville Vineyard,Petite Sirah,US,California,27.0,90
455,Ponzi,Pinot Noir,US,Oregon,43.0,92
456,Winzer Krems,Grüner Veltliner,Austria,Kremstal,18.0,88
457,Château de Pizay,Gamay,France,Beaujolais,15.0,88
458,Poiema,Pinot Noir,US,California,22.0,87
459,Domaine Charles Baur,Riesling,France,Alsace,35.0,88
460,Château Rahoul,Bordeaux-style Red Blend,France,Bordeaux,25.0,88
461,Gran Altura,Malbec,Argentina,Mendoza Province,12.0,83
462,Hess,Cabernet Sauvignon,US,California,28.0,85
463,La Collina dei,Sangiovese,Italy,Tuscany,15.0,88
464,Villa Russiz,Pinot Bianco,Italy,Northeastern Italy,34.0,87
465,Casa Agricola Alexandre,Portuguese Red,Portugal,Alentejano,12.0,88
466,Maryhill,Cabernet Sauvignon,US,Washington,36.0,87
467,Steven Kent,Malbec,US,California,50.0,91
468,Pheasant Valley Winery,Red Blend,US,Oregon,26.0,82
469,Veuve Clicquot Ponsardin,Champagne Blend,France,Champagne,55.0,87
470,Michel Torino,Cabernet Sauvignon,Argentina,Other,13.0,87
471,Podere Brizio,Sangiovese Grosso,Italy,Tuscany,95.0,94
472,Castle Rock,Cabernet Sauvignon,US,California,18.0,84
473,Xavier Flouret,Rosé,France,Provence,20.0,87
474,Leonetti Cellar,Sangiovese,US,Washington,60.0,92
475,Poderi Aldo Conterno,Nebbiolo,Italy,Piedmont,80.0,95
476,Sarah's Vineyard,Chardonnay,US,California,20.0,88
477,Pace,Chardonnay,US,California,45.0,86
478,Sebastiani,Cabernet Sauvignon,US,California,160.0,88
479,Concha y Toro,Pinot Noir,Chile,Casablanca Valley,12.0,84
480,Michel Tissot,Chardonnay,France,France Other,15.0,87
481,Girardet,Red Blend,US,Oregon,15.0,86
482,Gustave Lorentz,Sparkling Blend,France,Alsace,30.0,90
483,Viña Maipo,Carmenère,Chile,Maule Valley,20.0,88
484,Aranleón,Red Blend,Spain,Levante,19.0,88
485,Château de Marsan,Bordeaux-style Red Blend,France,Bordeaux,18.0,87
486,Cadaretta,Semillon-Sauvignon Blanc,US,Washington,23.0,88
487,Pillitteri,Vidal,Canada,Ontario,31.0,92
488,Mount Nelson,Sauvignon Blanc,New Zealand,Marlborough,16.0,86
489,Pianetta,Sangiovese,US,California,26.0,83
490,Bonacchi,Sangiovese,Italy,Tuscany,49.0,88
491,Dorigo,Sparkling Blend,Italy,Northeastern Italy,38.0,87
492,Hacienda del Plata,Syrah,Argentina,Mendoza Province,14.0,87
493,Zisola,Nero d'Avola,Italy,Sicily & Sardinia,26.0,88
494,Freie Weingärtner Wachau,Riesling,Austria,Wachau,30.0,88
495,Oveja Negra,Cabernet Sauvignon,Chile,Maule Valley,18.0,88
496,Château de Marsan,Bordeaux-style Red Blend,France,Bordeaux,12.0,84
497,Joseph Perrier,Pinot Noir,France,Champagne,100.0,89
498,Emina,Tempranillo,Spain,Northern Spain,32.0,89
499,Calina,Carmenère,Chile,Central Valley,10.0,85
500,Real Compañia de,White Blend,Spain,Central Spain,10.0,83
501,Sauska,White Blend,Hungary,Tokaj,24.0,89
502,Achaval-Ferrer,Malbec,Argentina,Mendoza Province,140.0,94
503,Del Rio,Pinot Gris,US,Oregon,16.0,84
504,Chehalem,Pinot Noir,US,Oregon,50.0,93
505,Veramar,Cabernet Franc,US,Virginia,21.0,84
506,Quilceda Creek,Cabernet Sauvignon,US,Washington,110.0,96
507,Château La Clare,Bordeaux-style Red Blend,France,Bordeaux,20.0,90
508,Gancia,Moscato,Italy,Piedmont,30.0,89
509,Fournier Père et,Sauvignon Blanc,France,Loire Valley,21.0,88
510,Vignerons de Bel,Gamay,France,Beaujolais,16.0,85
511,Burnt Bridge,Bordeaux-style Red Blend,US,Washington,40.0,87
512,Dão Sul,Encruzado,Portugal,Dão,15.0,90
513,La Grille,Rosé,France,Loire Valley,14.0,85
514,Château Corbin Michotte,Bordeaux-style Red Blend,France,Bordeaux,23.0,86
515,Tenuta Il Faggeto,Red Blend,Italy,Tuscany,13.0,89
516,Jean-Claude Boisset,Pinot Noir,France,Burgundy,225.0,94
517,Bethany Vineyard,Pinot Noir,US,Washington,28.0,87
518,Margarethenhof,Riesling,Germany,Mosel,22.0,89
519,Jules,Rhône-style Red Blend,France,Provence,19.0,86
520,Herdade de Medeiros,Portuguese Red,Portugal,Alentejano,38.0,91
521,La Rajade,Sauvignon,Italy,Northeastern Italy,20.0,87
522,HandCraft,Pinot Noir,US,California,12.0,86
523,Monte Clavijo,Viura,Spain,Northern Spain,10.0,83
524,La Crema,Pinot Noir,US,California,25.0,90
525,Rio Madre,Rosé,Spain,Northern Spain,11.0,85
526,Loma Larga,Red Blend,Chile,Casablanca Valley,40.0,90
527,Pessagno,Chardonnay,US,California,32.0,92
528,Vollereaux,Champagne Blend,France,Champagne,34.0,86
529,Garnier et Fils,Chardonnay,France,Burgundy,120.0,91
530,Bodega Norton,Merlot,Argentina,Mendoza Province,10.0,86
531,Bodegas Campante,Godello,Spain,Galicia,14.0,86
532,Ca'Romè,Nebbiolo,Italy,Piedmont,115.0,90
533,Sea Pearl,Pinot Noir,New Zealand,Marlborough,14.0,87
534,Discoveries,Merlot,US,California,10.0,81
535,Passaggio,Bordeaux-style Red Blend,US,California,62.0,90
536,Mazzei,Red Blend,Italy,Tuscany,50.0,90
537,Maximin Grünhäuser,Riesling,Germany,Mosel-Saar-Ruwer,21.0,84
538,Dry River,Pinot Noir,New Zealand,Martinborough,120.0,91
539,Colene Clemens,Pinot Noir,US,Oregon,50.0,91
540,Indaba,Chardonnay,South Africa,Western Cape,10.0,87
541,Lorenzi Estate,Grenache,US,California,35.0,90
542,Johannishof,Riesling,Germany,Rheingau,40.0,91
543,Santa Ema,Sauvignon Blanc,Chile,Leyda Valley,24.0,85
544,Clendenen,Petite Verdot,US,California,35.0,92
545,Fattoria di Petroio,Sangiovese,Italy,Tuscany,37.0,87
546,Lucania,Aglianico,Italy,Southern Italy,25.0,88
547,Grandin,Sparkling Blend,France,Loire Valley,15.0,85
548,Wines & Winemakers,Alvarinho,Portugal,Vinho Verde,20.0,90
549,Château de l'Aubrade,Bordeaux-style Red Blend,France,Bordeaux,10.0,86
550,August Briggs,Cabernet Sauvignon,US,California,55.0,90
551,Spadafora,White Blend,Italy,Sicily & Sardinia,23.0,87
552,Tolosa,Grenache,US,California,38.0,85
553,C.H. Berres,Riesling,Germany,Mosel,120.0,95
554,Red Stitch,Pinot Noir,US,California,56.0,92
555,Mas Belles Eaux,Chardonnay,France,Languedoc-Roussillon,12.0,86
556,J. Scott Cellars,Pinot Noir,US,Oregon,26.0,87
557,Louis Bernard,Rhône-style Red Blend,France,Rhône Valley,25.0,88
558,Château de l'Aubrade,Bordeaux-style Red Blend,France,Bordeaux,15.0,87
559,Esperanza,White Blend,Spain,Northern Spain,9.0,86
560,Domaines Barons de,Cabernet Sauvignon,Chile,Colchagua Valley,20.0,90
561,Sobon Estate,Zinfandel,US,California,17.0,87
562,Garciarévalo,Verdejo,Spain,Northern Spain,13.0,87
563,MacPhail,Pinot Noir,US,California,85.0,95
564,Barlow,Merlot,US,California,35.0,85
565,Caterina,Merlot,US,Washington,20.0,88
566,Inception,Pinot Noir,US,California,25.0,84
567,Melhill,Pinot Noir,US,California,60.0,85
568,SJ Montigny,Riesling,Germany,Nahe,22.0,92
569,L. Tramier &,Chardonnay,France,Burgundy,21.0,85
570,Tinedo,Tempranillo-Cabernet Sauvignon,Spain,Central Spain,22.0,87
571,Domaine de l'Aujardière,Melon,France,Loire Valley,16.0,87
572,Georges Duboeuf,Gamay,France,Beaujolais,14.0,87
573,Koehler,Mourvèdre,US,California,30.0,95
574,Madorom,Merlot,US,California,50.0,92
575,Ridge,Red Blend,US,California,37.0,86
576,Landmark,Chardonnay,US,California,35.0,92
577,Ott & Murphy,Bordeaux-style Red Blend,US,Washington,36.0,91
578,Saintsbury,Pinot Noir,US,California,54.0,89
579,Pradorey,Tinta Fina,Spain,Northern Spain,40.0,90
580,Valdesil,Godello,Spain,Northern Spain,45.0,83
581,Arbor Brook,Pinot Noir,US,Oregon,65.0,92
582,Redtree,Petite Sirah,US,California,8.0,82
583,Domaine des Corbillières,Red Blend,France,Loire Valley,17.0,86
584,Undurraga,Carmenère,Chile,Peumo,25.0,91
585,Melipal,Malbec,Argentina,Mendoza Province,40.0,94
586,Balletto,Pinot Noir,US,California,42.0,90
587,Caves Aliança,Portuguese Red,Portugal,Dão,10.0,90
588,Marqués de la,Sparkling Blend,Spain,Catalonia,11.0,86
589,Martin Ray,Chardonnay,US,California,35.0,90
590,Balletto,Pinot Noir,US,California,42.0,91
591,Bouchard Père &,Chardonnay,France,Burgundy,328.0,95
592,Silver Thread,Chardonnay,US,New York,16.0,86
593,Golan Heights Winery,Merlot,Israel,Galilee,29.0,92
594,Gård,Riesling,US,Washington,18.0,90
595,Chocolate Box,Moscato,Australia,South Australia,17.0,84
596,Dumas Station,Cabernet Sauvignon,US,Washington,38.0,89
597,X,Red Blend,US,California,35.0,81
598,Albet I Noya,Tempranillo Blend,Spain,Catalonia,13.0,86
599,Il Bastardo,Sangiovese,Italy,Tuscany,10.0,86
600,Backsberg,Pinotage,South Africa,Coastal Region,14.0,86
601,Frankland Estate,Riesling,Australia,Western Australia,40.0,91
602,HandCraft,Pinot Grigio,US,California,12.0,86
603,Craggy Range,Sauvignon Blanc,New Zealand,Martinborough,22.0,90
604,Shenandoah Vineyards,Zinfandel,US,California,24.0,93
605,Protos,Verdejo,Spain,Northern Spain,15.0,85
606,David Family,Pinot Noir,US,California,90.0,87
607,Northstar,Cabernet Sauvignon,US,Washington,40.0,91
608,Gary Farrell,Chardonnay,US,California,35.0,90
609,Château Barbé,Bordeaux-style Red Blend,France,Bordeaux,22.0,90
610,Matthiasson,White Blend,US,California,40.0,92
611,Frei Brothers,Merlot,US,California,20.0,87
612,Tertulia,Viognier,US,Washington,22.0,88
613,Stella Mia,Brachetto,Italy,Italy Other,11.0,80
614,Stottle,Sauvignon Blanc-Semillon,US,Washington,24.0,86
615,Lis Neris,Pinot Grigio,Italy,Northeastern Italy,28.0,89
616,Winter's Hill,Pinot Noir,US,Oregon,44.0,90
617,Martin Schaetzel,Riesling,France,Alsace,40.0,94
618,Les Vignerons de,Rosé,France,Rhône Valley,17.0,90
619,Claiborne & Churchill,Edelzwicker,US,California,16.0,86
620,HdV,Chardonnay,US,California,66.0,90
621,Fess Parker,Pinot Noir,US,California,55.0,92
622,L'Ecole No. 41,Syrah,US,Washington,25.0,91
623,Caspari-Kappel,Riesling,Germany,Mosel,18.0,90
624,Domaine Gérard Fiou,Sauvignon Blanc,France,Loire Valley,27.0,90
625,Kennedy Shah,White Blend,US,Washington,14.0,83
626,Viszlay Vineyards,Pinot Noir,US,California,68.0,85
627,La Spinetta,Nebbiolo,Italy,Piedmont,130.0,89
628,Boedecker Cellars,Pinot Noir,US,Oregon,35.0,89
629,Morandé,Carmenère,Chile,Maipo Valley,11.0,84
630,Cape Barren,Chardonnay,Australia,South Australia,24.0,91
631,Hartley-Ostini,Pinot Noir,US,California,34.0,85
632,August Kesseler,Riesling,Germany,Rheingau,69.0,92
633,Cedar River Cellars,Cabernet Franc,US,Washington,40.0,87
634,Argyros,Assyrtico,Greece,Santorini,40.0,91
635,Olsen Estates,Rhône-style Red Blend,US,Washington,18.0,90
636,Springfield Estate,Chardonnay,South Africa,Robertson,20.0,89
637,Bjornstad,Pinot Noir,US,California,40.0,96
638,Château Pavillon Bel-Air,Bordeaux-style Red Blend,France,Bordeaux,37.0,90
639,La Tordera,Prosecco,Italy,Veneto,36.0,88
640,I Capitani,Aglianico,Italy,Southern Italy,39.0,89
641,Joseph Faiveley,Pinot Noir,France,Burgundy,95.0,90
642,Cupano,Sangiovese Grosso,Italy,Tuscany,130.0,94
643,Boizel,Champagne Blend,France,Champagne,45.0,88
644,Catalina Sounds,Pinot Noir,New Zealand,Marlborough,19.0,88
645,Domaine Jacques Prieur,Pinot Noir,France,Burgundy,76.0,92
646,Château Le Crock,Bordeaux-style Red Blend,France,Bordeaux,35.0,93
647,Poggio di Sotto,Sangiovese,Italy,Tuscany,90.0,86
648,Sorelle Bronca,Glera,Italy,Veneto,19.0,87
649,Château de Chaintres,Cabernet Franc,France,Loire Valley,36.0,91
650,Bodegas Dios Baco,Sherry,Spain,Andalucia,100.0,90
651,Silver Thread,Pinot Noir,US,New York,22.0,88
652,Domaines Schlumberger,Riesling,France,Alsace,40.0,94
653,Martin Ray,Cabernet Franc,US,California,30.0,88
654,Bressia,Red Blend,Argentina,Mendoza Province,40.0,88
655,Gallo of Sonoma,Zinfandel,US,California,19.0,84
656,Vistamar,Cabernet Sauvignon-Syrah,Chile,Maipo Valley,17.0,84
657,Château Lamothe-Bergeron,Bordeaux-style Red Blend,France,Bordeaux,20.0,88
658,Viña Tinajas,Chardonnay,Chile,Maule Valley,11.0,85
659,Big Table Farm,Pinot Noir,US,Oregon,48.0,93
660,Rancho Sisquoc,Syrah,US,California,25.0,92
661,Epiphany,Grenache Blanc,US,California,25.0,91
662,Hunnicutt,Cabernet Franc,US,California,70.0,93
663,Together,Sauvignon Blanc,US,California,25.0,84
664,Reustle,Grüner Veltliner,US,Oregon,24.0,87
665,Michele Chiarlo,Nebbiolo,Italy,Piedmont,117.0,94
666,Dreaming Tree,White Blend,US,California,15.0,84
667,Merisi,Pinot Gris,US,California,24.0,84
668,Opawa,Pinot Noir,New Zealand,Marlborough,22.0,85
669,Vignobles Arno,Bordeaux-style Red Blend,France,Bordeaux,22.0,87
670,Schäfer-Fröhlich,Riesling,Germany,Nahe,41.0,92
671,Jada Vineyard &,Cabernet Sauvignon,US,California,50.0,92
672,Williams Selyem,Zinfandel,US,California,45.0,92
673,William Cole,Pinot Noir,Chile,Casablanca Valley,15.0,86
674,Finca 8,Malbec,Argentina,Mendoza Province,28.0,83
675,De Martino,Carmenère,Chile,Central Valley,13.0,84
676,Testarossa,Pinot Noir,US,California,64.0,92
677,El Coto,Tempranillo,Spain,Northern Spain,45.0,86
678,Willamette Valley Vineyards,Chardonnay,US,Oregon,40.0,89
679,Tenuta Sant'Antonio,"Corvina, Rondinella, Molinara",Italy,Veneto,14.0,86
680,Epilogue,Chardonnay,US,California,15.0,86
681,Paul O'Brien,Pinot Noir,US,Oregon,28.0,89
682,Flying Goat Cellars,Pinot Noir,US,California,38.0,94
683,Château Haut-Bellevue,Bordeaux-style Red Blend,France,Bordeaux,42.0,90
684,Hedges Family Estate,Red Blend,US,Washington,26.0,91
685,Alkoomi,Sauvignon Blanc,Australia,Western Australia,17.0,87
686,Broken Earth,Cabernet Sauvignon,US,California,48.0,86
687,Château Leboscq,Bordeaux-style Red Blend,France,Bordeaux,18.0,87
688,Madrigal,Bordeaux-style Red Blend,US,California,70.0,87
689,Bisceglia,Aglianico,Italy,Southern Italy,40.0,91
690,Marco Felluga,White Blend,Italy,Northeastern Italy,21.0,88
691,Mastroberardino,Aglianico,Italy,Southern Italy,30.0,88
692,Les Vignerons de,Rosé,France,Provence,10.0,83
693,Season,Syrah,US,Oregon,30.0,85
694,Argana,Malbec,Argentina,Mendoza Province,12.0,85
695,Louis Jadot,Chardonnay,France,Burgundy,370.0,96
696,R Wines,Shiraz,Australia,South Australia,20.0,87
697,Tonnino,Nero d'Avola,Italy,Sicily & Sardinia,14.0,88
698,Priest Ranch,Sauvignon Blanc,US,California,22.0,91
699,Prager,Petite Sirah,US,California,22.0,84
700,St. Pauls,Lagrein,Italy,Northeastern Italy,45.0,89
701,Monteviejo,Red Blend,Argentina,Mendoza Province,25.0,89
702,De Martino,Cinsault,Chile,Itata Valley,43.0,91
703,Redd Brand,Malbec,US,Washington,15.0,89
704,Wines & Winemakers,Alvarinho,Portugal,Vinho Verde,75.0,90
705,Argot,Pinot Noir,US,California,50.0,91
706,Borges,Portuguese Rosé,Portugal,Douro,7.0,84
707,Clark-Clauden,Cabernet Sauvignon,US,California,125.0,94
708,Sokol Blosser,Pinot Noir,US,Oregon,20.0,88
709,Pommery,Chardonnay,France,Champagne,50.0,90
710,Domaine Jean Teiller,Pinot Noir,France,Loire Valley,23.0,88
711,Girasole,Sangiovese,US,California,13.0,82
712,Château Jean Faux,Bordeaux-style Red Blend,France,Bordeaux,25.0,85
713,Quinta da Lapa,Portuguese White,Portugal,Tejo,11.0,88
714,McPherson Wine Company,Pinot Gris,Australia,Victoria,15.0,90
715,Roagna,Nebbiolo,Italy,Piedmont,60.0,88
716,Hug,Pinot Noir,US,California,48.0,90
717,Kunde,Zinfandel,US,California,18.0,88
718,Reynoso,Syrah,US,California,36.0,87
719,Bodkin,Sauvignon Blanc,US,California,22.0,91
720,Domaine du Tariquet,Sauvignon Blanc,France,Southwest France,10.0,86
721,Shenandoah Vineyards,Moscato,US,California,13.0,85
722,Dr. H. Thanisch,Riesling,Germany,Mosel,22.0,90
723,Domaine Weinbach,Riesling,France,Alsace,42.0,94
724,Turkey Flat,Red Blend,Australia,South Australia,18.0,87
725,Stephen & Walker,Cabernet Sauvignon,US,California,65.0,82
726,Vivác Winery,Tempranillo,US,New Mexico,20.0,83
727,Trenel Fils,Gamay,France,Beaujolais,24.0,91
728,Peachy Canyon,Petite Sirah,US,California,32.0,89
729,Materra Cunat Family,Chardonnay,US,California,22.0,87
730,Fritz Haag,Riesling,Germany,Mosel,56.0,93
731,Bergström,Pinot Noir,US,Oregon,80.0,93
732,Bianchi,Cabernet Sauvignon,US,California,18.0,85
733,Tortoise Creek,Zinfandel,US,California,12.0,89
734,MCV,Viognier,US,California,30.0,86
735,Domaine du Chalet,Chardonnay,France,Burgundy,34.0,90
736,Livio Felluga,Picolit,Italy,Northeastern Italy,90.0,97
737,Cinciano,Sangiovese,Italy,Tuscany,23.0,89
738,Cantina Valle Isarco,Pinot Bianco,Italy,Northeastern Italy,18.0,86
739,Oasi degli Angeli,Montepulciano,Italy,Central Italy,100.0,85
740,Château Haut-Monplaisir,Malbec,France,Southwest France,19.0,90
741,Losi Querciavalle,Red Blend,Italy,Tuscany,35.0,88
742,Matrix,Zinfandel,US,California,46.0,88
743,Columbia Crest,Cabernet Sauvignon,US,Washington,35.0,91
744,La Tunella,Friulano,Italy,Northeastern Italy,30.0,90
745,Lea,Chardonnay,US,California,32.0,90
746,Naggiar,Rhône-style Red Blend,US,California,44.0,89
747,Hess,Cabernet Sauvignon,US,California,19.0,89
748,Ghione,Moscato,Italy,Piedmont,16.0,88
749,Tenuta di Ghizzano,Red Blend,Italy,Tuscany,20.0,86
750,14 Hands,Sauvignon Blanc,US,Washington,10.0,85
751,Château Lacombe Noaillac,Bordeaux-style Red Blend,France,Bordeaux,18.0,89
752,Domaine de Cause,Malbec,France,Southwest France,17.0,88
753,Michel Torino,Torrontés,Argentina,Other,23.0,89
754,Forchini,Zinfandel,US,California,30.0,85
755,Novelty Hill,Syrah,US,Washington,28.0,91
756,Cramele Recas,Merlot,Romania,Romania,9.0,87
757,Domaine les Pins,Cabernet Franc,France,Loire Valley,20.0,92
758,Zantho,St. Laurent,Austria,Burgenland,13.0,87
759,Bouchard Père &,Pinot Noir,France,Burgundy,65.0,92
760,Quinta da Lapa,Portuguese White,Portugal,Tejo,17.0,84
761,Panther Creek,Pinot Noir,US,Oregon,30.0,90
762,Viña Requingua,Merlot,Chile,Curicó Valley,14.0,87
763,Dr. Pauly Bergweiler,Riesling,Germany,Mosel,27.0,91
764,Palacio de Bornos,Sauvignon Blanc,Spain,Northern Spain,13.0,85
765,Villa Raiano,Fiano,Italy,Southern Italy,38.0,92
766,Cave B,Riesling,US,Washington,22.0,85
767,Guardian,Syrah,US,Washington,30.0,90
768,Henry Fessy,Gamay,France,Beaujolais,19.0,87
769,Companhia das Quintas,Portuguese Red,Portugal,Alentejano,10.0,87
770,Holly's Hill,Rhône-style Red Blend,US,California,32.0,90
771,Feudi di San,Primitivo,Italy,Southern Italy,15.0,88
772,Corvo,Grillo,Italy,Sicily & Sardinia,13.0,85
773,Bonaccorsi,Pinot Noir,US,California,60.0,94
774,Cave de Tain,Syrah,France,Rhône Valley,20.0,89
775,Tololo,Chardonnay,Chile,Maule Valley,8.0,84
776,Château K,Bordeaux-style White Blend,France,Southwest France,20.0,88
777,Herdade do Esporão,Portuguese White,Portugal,Alentejo,20.0,88
778,Gunter Triebaumer,Blaufränkisch,Austria,Burgenland,16.0,85
779,Novy,Syrah,US,California,22.0,89
780,Jeff Gordon,Cabernet Sauvignon,US,California,65.0,84
781,Markowitsch,Red Blend,Austria,Carnuntum,85.0,89
782,Hannes Reeh,Red Blend,Austria,Burgenland,20.0,88
783,François Lurton,White Blend,France,Southwest France,15.0,86
784,Le Torri,Sangiovese,Italy,Tuscany,10.0,84
785,Château la Colombière,White Blend,France,France Other,25.0,88
786,Cave du Marmandais,Sauvignon Blanc,France,Southwest France,12.0,84
787,Efeste,Cabernet Sauvignon,US,Washington,49.0,93
788,Four Vines,Zinfandel,US,California,20.0,90
789,Domaines Barons de,Cabernet Sauvignon,Chile,Colchagua Valley,20.0,87
790,Krupp Brothers,Red Blend,US,California,100.0,92
791,Hoodsport,Chardonnay,US,Washington,10.0,82
792,Fornacina,Sangiovese,Italy,Tuscany,24.0,85
793,Arrumaco,Tempranillo,Spain,Spain Other,9.0,84
794,François Lurton,Rhône-style Red Blend,France,Languedoc-Roussillon,62.0,87
795,Vall Llach,Red Blend,Spain,Catalonia,85.0,95
796,Red Newt Cellars,Pinot Gris,US,New York,24.0,88
797,Louis Bernard,Rhône-style Red Blend,France,Rhône Valley,12.0,87
798,Viansa,Dolcetto,US,California,20.0,84
799,Jones of Washington,Riesling,US,Washington,13.0,86
800,The Gardener,Chardonnay,US,California,35.0,92
801,Salentein,Malbec,Argentina,Mendoza Province,19.0,89
802,Longridge Bay View,Merlot,South Africa,Stellenbosch,10.0,87
803,Canti,Sangiovese,Italy,Central Italy,10.0,84
804,Shiloh Winery,Red Blend,Israel,Judean Hills,40.0,93
805,Campo di Sasso,Red Blend,Italy,Tuscany,30.0,88
806,Patland,Chardonnay,US,California,60.0,86
807,Sorelli,Red Blend,Italy,Tuscany,8.0,85
808,Lionel Osmin &,White Blend,France,France Other,13.0,87
809,Château Haut-Monplaisir,Malbec,France,Southwest France,45.0,95
810,San Pedro,Carmenère,Chile,Maule Valley,20.0,90
811,Bonterra,Chardonnay,US,California,13.0,89
812,Fattoria della Talosa,Red Blend,Italy,Tuscany,11.0,85
813,Vignobles Bulliat,Gamay,France,Beaujolais,20.0,89
814,Montes,Pinot Noir,Chile,Aconcagua Costa,16.0,87
815,Inman Family,Pinot Noir,US,California,25.0,92
816,Duckhorn,Cabernet Sauvignon,US,California,95.0,92
817,California Republic,Cabernet Sauvignon,US,California,12.0,85
818,Joseph Drouhin,Pinot Noir,France,Burgundy,639.0,97
819,Materra Cunat Family,Cabernet Sauvignon,US,California,95.0,84
820,Bortomiol,Glera,Italy,Veneto,22.0,88
821,Antonin Rodet,Pinot Noir,France,Burgundy,35.0,90
822,Beringer,Cabernet Sauvignon,US,California,116.0,88
823,Glenora,Pinot Noir,US,New York,14.0,81
824,Carr,Sangiovese,US,California,22.0,84
825,Schramsberg,Sparkling Blend,US,California,35.0,91
826,Tenute Rubino,Susumaniello,Italy,Southern Italy,18.0,87
827,Hestan,Red Blend,US,California,72.0,90
828,Wines & Winemakers,Portuguese White,Portugal,Vinho Verde,14.0,89
829,Channing Daughters,Rosé,US,New York,18.0,88
830,San Pedro,Carmenère,Chile,Maule Valley,19.0,88
831,Château Coutinel,Rosé,France,Southwest France,16.0,85
832,Château Maine d'Arman,Bordeaux-style Red Blend,France,Bordeaux,13.0,87
833,Piña,Cabernet Sauvignon,US,California,85.0,91
